プレハブ名,形状,セル数,検証数,画像ずれ,画像エラー,最小一致率,詳細
Stage163,Square,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage164,Square,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage165,Square,56,56,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(6,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(6,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(6,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(6,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(6,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(6,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(6,6): 一致率0.0 % Cell(0,7): 一致率0.0 % Cell(1,7): 一致率0.0 % Cell(2,7): 一致率0.0 % Cell(3,7): 一致率0.0 % Cell(4,7): 一致率0.0 % Cell(5,7): 一致率0.0 % Cell(6,7): 一致率0.0 % "
Stage166,Triangle,36,0,なし,なし,100.0 %,"Texture取得失敗/読取不可: 36セル "
Stage167,Triangle,36,36,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.2 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.9 % Cell(5,0): 一致率0.0 % Cell(0,1): 一致率2.4 % Cell(1,1): 一致率3.9 % Cell(2,1): 一致率0.2 % Cell(3,1): 一致率0.6 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(0,2): 一致率1.2 % Cell(1,2): 一致率5.9 % Cell(2,2): 一致率2.9 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.8 % Cell(5,2): 一致率0.0 % Cell(0,3): 一致率7.1 % Cell(1,3): 一致率3.2 % Cell(2,3): 一致率0.8 % Cell(3,3): 一致率3.7 % Cell(4,3): 一致率0.3 % Cell(5,3): 一致率0.0 % Cell(0,4): 一致率1.9 % Cell(1,4): 一致率1.2 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.8 % Cell(4,4): 一致率0.1 % Cell(5,4): 一致率0.0 % Cell(0,5): 一致率2.4 % Cell(1,5): 一致率2.0 % Cell(2,5): 一致率1.0 % Cell(3,5): 一致率3.8 % Cell(4,5): 一致率0.1 % Cell(5,5): 一致率0.0 % "
Stage168,Triangle,56,56,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(6,0): 一致率0.0 % Cell(7,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(6,1): 一致率0.0 % Cell(7,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(6,2): 一致率0.0 % Cell(7,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(6,3): 一致率0.0 % Cell(7,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(6,4): 一致率0.0 % Cell(7,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(6,5): 一致率0.0 % Cell(7,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(6,6): 一致率0.0 % Cell(7,6): 一致率0.0 % "
Stage169,Hex,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage170,Hex,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage171,Hex,48,48,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(0,7): 一致率0.0 % Cell(1,7): 一致率0.0 % Cell(2,7): 一致率0.0 % Cell(3,7): 一致率0.0 % Cell(4,7): 一致率0.0 % Cell(5,7): 一致率0.0 % "
Stage172,Square,20,20,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % "
Stage173,Square,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage174,Square,48,48,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(0,7): 一致率0.0 % Cell(1,7): 一致率0.0 % Cell(2,7): 一致率0.0 % Cell(3,7): 一致率0.0 % Cell(4,7): 一致率0.0 % Cell(5,7): 一致率0.0 % "
Stage175,Triangle,20,20,あり,なし,0.0 %,"Cell(0,0): 一致率3.1 % Cell(1,0): 一致率16.6 % Cell(2,0): 一致率22.1 % Cell(3,0): 一致率0.0 % Cell(0,1): 一致率0.2 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率4.0 % Cell(3,1): 一致率0.0 % Cell(0,2): 一致率19.1 % Cell(1,2): 一致率4.2 % Cell(2,2): 一致率15.0 % Cell(3,2): 一致率0.0 % Cell(0,3): 一致率0.1 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(0,4): 一致率2.9 % Cell(1,4): 一致率0.1 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % "
Stage176,Triangle,36,36,あり,なし,0.0 %,"Cell(0,0): 一致率4.2 % Cell(1,0): 一致率13.2 % Cell(2,0): 一致率4.0 % Cell(3,0): 一致率3.7 % Cell(4,0): 一致率1.6 % Cell(5,0): 一致率0.0 % Cell(0,1): 一致率0.9 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.2 % Cell(3,1): 一致率0.1 % Cell(4,1): 一致率0.9 % Cell(5,1): 一致率0.0 % Cell(0,2): 一致率0.2 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.1 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(0,3): 一致率9.4 % Cell(1,3): 一致率4.3 % Cell(2,3): 一致率1.7 % Cell(3,3): 一致率2.9 % Cell(4,3): 一致率1.3 % Cell(5,3): 一致率0.0 % Cell(0,4): 一致率3.7 % Cell(1,4): 一致率0.3 % Cell(2,4): 一致率7.5 % Cell(3,4): 一致率1.7 % Cell(4,4): 一致率4.6 % Cell(5,4): 一致率0.0 % Cell(0,5): 一致率5.6 % Cell(1,5): 一致率4.3 % Cell(2,5): 一致率7.2 % Cell(3,5): 一致率4.3 % Cell(4,5): 一致率9.8 % Cell(5,5): 一致率0.0 % "
Stage177,Triangle,56,56,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(6,0): 一致率0.0 % Cell(7,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(6,1): 一致率0.0 % Cell(7,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(6,2): 一致率0.0 % Cell(7,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(6,3): 一致率0.0 % Cell(7,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(6,4): 一致率0.0 % Cell(7,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(6,5): 一致率0.0 % Cell(7,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(6,6): 一致率0.0 % Cell(7,6): 一致率0.0 % "
Stage178,Hex,20,20,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % "
Stage179,Hex,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage180,Hex,48,48,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(0,7): 一致率0.0 % Cell(1,7): 一致率0.0 % Cell(2,7): 一致率0.0 % Cell(3,7): 一致率0.0 % Cell(4,7): 一致率0.0 % Cell(5,7): 一致率0.0 % "
Stage181,Square,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage182,Square,35,35,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % "
Stage183,Square,48,48,あり,なし,0.0 %,"Cell(0,0): 一致率0.0 % Cell(1,0): 一致率0.0 % Cell(2,0): 一致率0.0 % Cell(3,0): 一致率0.0 % Cell(4,0): 一致率0.0 % Cell(5,0): 一致率0.0 % Cell(0,1): 一致率0.0 % Cell(1,1): 一致率0.0 % Cell(2,1): 一致率0.0 % Cell(3,1): 一致率0.0 % Cell(4,1): 一致率0.0 % Cell(5,1): 一致率0.0 % Cell(0,2): 一致率0.0 % Cell(1,2): 一致率0.0 % Cell(2,2): 一致率0.0 % Cell(3,2): 一致率0.0 % Cell(4,2): 一致率0.0 % Cell(5,2): 一致率0.0 % Cell(0,3): 一致率0.0 % Cell(1,3): 一致率0.0 % Cell(2,3): 一致率0.0 % Cell(3,3): 一致率0.0 % Cell(4,3): 一致率0.0 % Cell(5,3): 一致率0.0 % Cell(0,4): 一致率0.0 % Cell(1,4): 一致率0.0 % Cell(2,4): 一致率0.0 % Cell(3,4): 一致率0.0 % Cell(4,4): 一致率0.0 % Cell(5,4): 一致率0.0 % Cell(0,5): 一致率0.0 % Cell(1,5): 一致率0.0 % Cell(2,5): 一致率0.0 % Cell(3,5): 一致率0.0 % Cell(4,5): 一致率0.0 % Cell(5,5): 一致率0.0 % Cell(0,6): 一致率0.0 % Cell(1,6): 一致率0.0 % Cell(2,6): 一致率0.0 % Cell(3,6): 一致率0.0 % Cell(4,6): 一致率0.0 % Cell(5,6): 一致率0.0 % Cell(0,7): 一致率0.0 % Cell(1,7): 一致率0.0 % Cell(2,7): 一致率0.0 % Cell(3,7): 一致率0.0 % Cell(4,7): 一致率0.0 % Cell(5,7): 一致率0.0 % "
